Date Last Researched,Country/Area,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s), Capacity (MW) ,Status,Reactor Type,Model,Start Year,Retirement Year,Planned Retirement,Cancellation Year,Construction Start Date,First Criticality Date,First Grid Connection,Commercial Operation Date,Retirement Date,Owner,Owner Name in Local Language / Script,Operator,Operator Name in Local Language / Script,Reference Net Capacity (MW),Design Net Capacity (MW),Thermal Capacity (MWt),Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM unit ID,Wiki URL
2024-05-27,United States,Fort Calhoun nuclear power plant,2,,,1136,cancelled,pressurized water reactor,unknown,,,,1977,,,,,,Omaha Public Power District,,,,,,,41.5182,-96.0775,exact,,Washington County,,Nebraska,Northern America,Americas,L100000500191,G100000501372,https://www.gem.wiki/Fort_Calhoun_nuclear_power_plant
2024-05-27,United States,Fort St. Vrain nuclear power plant,--,,,342,retired,high temperature gas reactor,unknown,1979,1989,N,,1968-09-01,1974-01-31,1976-12-11,1979-07-01,1989-08-29,,,Public Service Company of Colorado (PSCo),,330,330,842,40.2453,-104.8742,exact,,Weld County,,Colorado,Northern America,Americas,L100000500216,G100000500523,https://www.gem.wiki/Fort_St._Vrain_nuclear_power_plant
2024-05-27,United States,Fulton nuclear power plant,1,,Fulton Township,1160,cancelled,high temperature gas reactor,unknown,,,,1975,,,,,,Philadelphia Electric CO,,,,,,,39.7675,-76.2334,exact,Fulton Township,Lancaster County,,Pennsylvania,Northern America,Americas,L100000500476,G100000501373,https://www.gem.wiki/Fulton_nuclear_power_plant
2024-05-27,United States,Fulton nuclear power plant,2,,Fulton Township,1160,cancelled,high temperature gas reactor,unknown,,,,1975,,,,,,Philadelphia Electric CO,,,,,,,39.7675,-76.2334,exact,Fulton Township,Lancaster County,,Pennsylvania,Northern America,Americas,L100000500476,G100000501374,https://www.gem.wiki/Fulton_nuclear_power_plant
2024-05-28,United States,Grand Gulf nuclear power plant,1,,,1500,operating,boiling water reactor,BWR-6 (Mark 3),1985,,,,1974-05-04,1982-08-18,1984-10-20,1985-07-01,,Systems Energy Resources INC,,Entergy Nuclear Operations INC,,1401,1250,4408,32.0081,-91.0478,exact,,Claiborne County,,Mississippi,Northern America,Americas,L100000500003,G100000500005,https://www.gem.wiki/Grand_Gulf_nuclear_power_plant
2024-05-28,United States,Grand Gulf nuclear power plant,2,,,1250,cancelled,boiling water reactor,unknown,,,,1990,,,,,,Entergy Corp,,,,,,,32.0081,-91.0478,exact,,Claiborne County,,Mississippi,Northern America,Americas,L100000500003,G100000501375,https://www.gem.wiki/Grand_Gulf_nuclear_power_plant
2024-05-28,United States,Grand Gulf nuclear power plant,3,,,1520,cancelled,boiling water reactor,unknown,,,,2015,,,,,,Entergy Corp,,,,,,,32.0081,-91.0478,exact,,Claiborne County,,Mississippi,Northern America,Americas,L100000500003,G100000501376,https://www.gem.wiki/Grand_Gulf_nuclear_power_plant
2024-05-28,United States,Greene County nuclear power plant,1,,,1212,cancelled,pressurized water reactor,unknown,,,,1979,,,,,,Power Authority of the State of New York,,,,,,,42.1499,-73.9114,exact,,Greene County,,New York,Northern America,Americas,L100000500477,G100000501377,https://www.gem.wiki/Greene_County_nuclear_power_plant
2024-05-28,United States,Greenwood nuclear power plant,2,,,1264,cancelled,pressurized water reactor,unknown,,,,1980,,,,,,Detroit Edison CO,,,,,,,43.1062,-82.6979,exact,,Saint Clair County,,Michigan,Northern America,Americas,L100000500478,G100000501378,https://www.gem.wiki/Greenwood_nuclear_power_plant
2024-05-28,United States,Greenwood nuclear power plant,3,,,1264,cancelled,pressurized water reactor,unknown,,,,1980,,,,,,Detroit Edison CO,,,,,,,43.1062,-82.6979,exact,,Saint Clair County,,Michigan,Northern America,Americas,L100000500478,G100000501379,https://www.gem.wiki/Greenwood_nuclear_power_plant
2024-05-28,United States,Gulf Coast SMR nuclear power plant,1,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,,28.5033,-96.7745,exact,,Calhoun County,,Texas,Northern America,Americas,L100000500446,G100000501287,https://www.gem.wiki/Gulf_Coast_SMR_nuclear_power_plant
2024-05-28,United States,Gulf Coast SMR nuclear power plant,2,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,,28.5033,-96.7745,exact,,Calhoun County,,Texas,Northern America,Americas,L100000500446,G100000501288,https://www.gem.wiki/Gulf_Coast_SMR_nuclear_power_plant
2024-05-28,United States,Gulf Coast SMR nuclear power plant,3,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,,28.5033,-96.7745,exact,,Calhoun County,,Texas,Northern America,Americas,L100000500446,G100000501289,https://www.gem.wiki/Gulf_Coast_SMR_nuclear_power_plant
2024-05-28,United States,Gulf Coast SMR nuclear power plant,4,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,,28.5033,-96.7745,exact,,Calhoun County,,Texas,Northern America,Americas,L100000500446,G100000501290,https://www.gem.wiki/Gulf_Coast_SMR_nuclear_power_plant
2024-05-28,United States,H. B. Robinson nuclear power plant,2,,Robinson,780,operating,pressurized water reactor,WH 3LP (DRYAMB),1971,,,,1967-04-13,1970-09-20,1970-09-26,1971-03-07,,Progress Energy Carolinas INC,,Progress Energy,,741,700,2339,34.4017,-80.1589,exact,,Darlington County,,South Carolina,Northern America,Americas,L100000500379,G100000501046,https://www.gem.wiki/H._B._Robinson_nuclear_power_plant
2024-05-28,United States,Hallam nuclear power plant,--,,,84,retired,unknown,LMGMR,1963,1964,N,,1959-01-01,1963-01-01,1963-09-01,1963-11-01,1964-09-01,Hallam Nuclear Power Facility,,Atomic Energy Commission And Nebraska Public Power District,,75,75,256,40.55901,-96.7848,exact,,Lancaster County,,Nebraska,Northern America,Americas,L100000500243,G100000500588,https://www.gem.wiki/Hallam_nuclear_power_plant
2024-05-28,United States,Hartsville nuclear power plant,A1,,,1205,cancelled,boiling water reactor,unknown,,,,1984,,,,,,Tennessee Valley Authority,,,,,,,36.3544,-86.0887,exact,,Trousdale County,,Tennessee,Northern America,Americas,L100000500479,G100000501380,https://www.gem.wiki/Hartsville_nuclear_power_plant
2024-05-28,United States,Hartsville nuclear power plant,A2,,,1205,cancelled,boiling water reactor,unknown,,,,1984,,,,,,Tennessee Valley Authority,,,,,,,36.3544,-86.0887,exact,,Trousdale County,,Tennessee,Northern America,Americas,L100000500479,G100000501381,https://www.gem.wiki/Hartsville_nuclear_power_plant
2024-05-28,United States,Hartsville nuclear power plant,B1,,,1233,cancelled,boiling water reactor,unknown,,,,1982,,,,,,Tennessee Valley Authority,,,,,,,36.3544,-86.0887,exact,,Trousdale County,,Tennessee,Northern America,Americas,L100000500479,G100000501382,https://www.gem.wiki/Hartsville_nuclear_power_plant
2024-05-28,United States,Hartsville nuclear power plant,B2,,,1233,cancelled,boiling water reactor,unknown,,,,1982,,,,,,Tennessee Valley Authority,,,,,,,36.3544,-86.0887,exact,,Trousdale County,,Tennessee,Northern America,Americas,L100000500479,G100000501383,https://www.gem.wiki/Hartsville_nuclear_power_plant
2024-05-28,United States,Haven nuclear power plant,1,,,900,cancelled,pressurized water reactor,unknown,,,,1980,,,,,,Wisconsin Electric Power Co,,,,,,,43.8509,-87.7349,exact,,Sheboygan County,,Wisconsin,Northern America,Americas,L100000500480,G100000501384,https://www.gem.wiki/Haven_nuclear_power_plant
2024-05-28,United States,Haven nuclear power plant,2,,,900,cancelled,pressurized water reactor,unknown,,,,1978,,,,,,Wisconsin Electric Power Co,,,,,,,43.8509,-87.7349,exact,,Sheboygan County,,Wisconsin,Northern America,Americas,L100000500480,G100000501385,https://www.gem.wiki/Haven_nuclear_power_plant
2024-05-28,United States,Hope Creek nuclear power plant,1,,,1240,operating,boiling water reactor,BWR-4 (Mark 1),1986,,,,1976-03-01,1986-06-28,1986-08-01,1986-12-20,,PSEG Power Inc,,PSEG Nuclear LLC,,1172,1067,3840,39.4666,-75.5377,exact,Lower Alloways Creek Township,Salem County,,New Jersey,Northern America,Americas,L100000500031,G100000500049,https://www.gem.wiki/Hope_Creek_nuclear_power_plant
2024-05-28,United States,Hope Creek nuclear power plant,2,,,1067,cancelled,boiling water reactor,unknown,,,,1981,,,,,,Public Service Electric and Gas CO (PSE&G),,,,,,,39.4666,-75.5377,exact,Lower Alloways Creek Township,Salem County,,New Jersey,Northern America,Americas,L100000500031,G100000501386,https://www.gem.wiki/Hope_Creek_nuclear_power_plant
2024-05-28,United States,Humboldt Bay nuclear power plant,--,,,65,retired,boiling water reactor,Natural cir.,1963,1976,N,,1960-11-01,1963-02-16,1963-04-18,1963-08-01,1976-07-02,Pacific Gas and Electric Co,,Pacific Gas and Electric,,63,65,220,40.7407,-124.2091,exact,,Humboldt County,,California,Northern America,Americas,L100000500246,G100000500591,https://www.gem.wiki/Humboldt_Bay_nuclear_power_plant
2024-05-28,United States,Idaho (AEHI) nuclear power plant,1,,,1600,cancelled - inferred 4 y,pressurized water reactor,EPR,,,,2011,,,,,,Alternate Energy Holdings INC (AEHI),,,,,,,44.0025,-116.8132,approximate,,Payette County,,Idaho,Northern America,Americas,L100000500481,G100000501387,https://www.gem.wiki/Idaho_(AEHI)_nuclear_power_plant
2024-05-28,United States,Indian Point nuclear power plant,1,,,277,retired,pressurized water reactor,unknown,1962,1974,N,,1956-05-01,1962-08-02,1962-09-16,1962-10-01,1974-10-31,Entergy Nuclear Operations INC,,Entergy Nuclear Operations INC,,257,265,615,41.2706,-73.9527,exact,,Westchester County,,New York,Northern America,Americas,L100000500082,G100000500555,https://www.gem.wiki/Indian_Point_nuclear_power_plant
2024-05-28,United States,Indian Point nuclear power plant,2,,,1067,retired,pressurized water reactor,WH 4LP (DRYAMB),1974,2020,N,,1966-10-14,1973-05-22,1973-06-26,1974-08-01,2020-04-30,Entergy Nuclear Operations INC,,Entergy Nuclear Operations INC,,998,873,3216,41.2706,-73.9527,exact,,Westchester County,,New York,Northern America,Americas,L100000500082,G100000500151,https://www.gem.wiki/Indian_Point_nuclear_power_plant
2024-05-28,United States,Indian Point nuclear power plant,3,,,1085,retired,pressurized water reactor,WH 4LP (DRYAMB),1976,2021,N,,1968-10-30,1976-04-04,1976-04-25,1976-08-28,2021-04-28,Entergy Nuclear Operations INC,,Entergy Nuclear Operations INC,,1030,965,3216,41.2706,-73.9527,exact,,Westchester County,,New York,Northern America,Americas,L100000500082,G100000500150,https://www.gem.wiki/Indian_Point_nuclear_power_plant
2024-05-28,United States,James A Fitzpatrick nuclear power plant,--,,"Fitzpatrick, JAF",849,operating,boiling water reactor,BWR-4 (Mark 1),1975,,,,1968-09-01,1974-11-17,1975-02-01,1975-07-28,,Exelon,,Exelon Generation CO LLC,,813,821,2536,43.5223,-76.3955,exact,,Oswego County,,New York,Northern America,Americas,L100000500154,G100000500354,https://www.gem.wiki/James_A_Fitzpatrick_nuclear_power_plant
2024-05-28,United States,Jamesport nuclear power plant,1,,,1150,cancelled,pressurized water reactor,unknown,,,,1980,,,,,,Long Island Lighting CO,,,,,,,40.9911,-72.6032,exact,,Suffolk County,,New York,Northern America,Americas,L100000500482,G100000501388,https://www.gem.wiki/Jamesport_nuclear_power_plant
2024-05-28,United States,Jamesport nuclear power plant,2,,,1150,cancelled,pressurized water reactor,unknown,,,,1980,,,,,,Long Island Lighting CO,,,,,,,40.9911,-72.6032,exact,,Suffolk County,,New York,Northern America,Americas,L100000500482,G100000501389,https://www.gem.wiki/Jamesport_nuclear_power_plant
2024-05-28,United States,Joseph M Farley nuclear power plant,1,,Farley,918,operating,pressurized water reactor,WH 3LP (DRYAMB),1977,,,,1970-10-01,1977-08-09,1977-08-18,1977-12-01,,Alabama Power,,Southern Nuclear Operating Company INC,,874,829,2775,31.2231,-85.1116,exact,,Houston County,,Alabama,Northern America,Americas,L100000500140,G100000500320,https://www.gem.wiki/Joseph_M_Farley_nuclear_power_plant
2024-05-28,United States,Joseph M Farley nuclear power plant,2,,Farley,928,operating,pressurized water reactor,WH 3LP (DRYAMB),1981,,,,1970-10-01,1981-05-05,1981-05-25,1981-07-30,,Alabama Power,,Southern Nuclear Operating Company INC,,883,829,2775,31.2231,-85.1116,exact,,Houston County,,Alabama,Northern America,Americas,L100000500140,G100000500319,https://www.gem.wiki/Joseph_M_Farley_nuclear_power_plant
2024-05-28,United States,Kewaunee nuclear power plant,--,,,595,retired,pressurized water reactor,WH 2LP (DRYAMB),1974,2013,N,,1968-08-06,1974-03-07,1974-04-08,1974-06-16,2013-05-07,Dominion Energy,,Dominion Energy,,566,535,1772,44.3426,-87.5357,exact,,Kewaunee County,,Wisconsin,Northern America,Americas,L100000500184,G100000500411,https://www.gem.wiki/Kewaunee_nuclear_power_plant
2024-05-28,United States,Lacrosse nuclear power plant,--,,,55,retired,boiling water reactor,unknown,1969,1987,N,,1963-03-01,1967-07-11,1968-04-26,1969-11-07,1987-04-30,,,Dairyland Power,,48,50,165,43.5601,-91.2316,exact,,Vernon County,,Wisconsin,Northern America,Americas,L100000500249,G100000500595,https://www.gem.wiki/Lacrosse_nuclear_power_plant
2024-05-28,United States,LaSalle nuclear power plant,1,,LaSalle Generating Station,1207,operating,boiling water reactor,BWR-5 (Mark 2),1984,,,,1973-09-10,1982-06-21,1982-09-04,1984-01-01,,Exelon,,Exelon Generation CO LLC,,1137,1078,3546,41.2455,-88.6691,exact,,LaSalle County,,Illinois,Northern America,Americas,L100000500054,G100000500090,https://www.gem.wiki/LaSalle_nuclear_power_plant
2024-05-28,United States,LaSalle nuclear power plant,2,,LaSalle Generating Station,1207,operating,boiling water reactor,BWR-5 (Mark 2),1984,,,,1973-09-10,1984-03-10,1984-04-20,1984-10-19,,Exelon,,Exelon Generation CO LLC,,1140,1078,3546,41.2455,-88.6691,exact,,LaSalle County,,Illinois,Northern America,Americas,L100000500054,G100000500091,https://www.gem.wiki/LaSalle_nuclear_power_plant
2024-05-28,United States,Levy County nuclear power plant,1,,,1250,cancelled,pressurized water reactor,AP-1000,,,,2017,,,,,,Duke Energy Corp,,,,,,,29.0733,-82.6217,exact,,Levy County,,Florida,Northern America,Americas,L100000500483,G100000501390,https://www.gem.wiki/Levy_County_nuclear_power_plant
2024-05-28,United States,Levy County nuclear power plant,2,,,1250,cancelled,pressurized water reactor,AP-1000,,,,2017,,,,,,Duke Energy Corp,,,,,,,29.0733,-82.6217,exact,,Levy County,,Florida,Northern America,Americas,L100000500483,G100000501391,https://www.gem.wiki/Levy_County_nuclear_power_plant
2024-05-28,United States,Limerick nuclear power plant,1,,,1194,operating,boiling water reactor,BWR-4 (Mark 2),1986,,,,1974-06-19,1984-12-22,1985-04-13,1986-02-01,,Exelon,,Exelon Generation CO LLC,,1134,1055,3515,40.2243,-75.5874,exact,Limerick Township,Montgomery County,,Pennsylvania,Northern America,Americas,L100000500055,G100000500093,https://www.gem.wiki/Limerick_nuclear_power_plant
2024-05-28,United States,Limerick nuclear power plant,2,,,1194,operating,boiling water reactor,BWR-4 (Mark 2),1990,,,,1974-06-19,1989-08-12,1989-09-01,1990-01-08,,Exelon,,Exelon Generation CO LLC,,1134,1055,3515,40.2243,-75.5874,exact,Limerick Township,Montgomery County,,Pennsylvania,Northern America,Americas,L100000500055,G100000500094,https://www.gem.wiki/Limerick_nuclear_power_plant
2024-05-28,United States,Maine Yankee nuclear power plant,--,,,900,retired,pressurized water reactor,unknown,1972,1997,N,,1968-10-01,1972-10-23,1972-11-08,1972-12-28,1997-08-01,,,Maine Yankee Atomic Power CO,,860,825,2630,43.9511,-69.6953,exact,,Lincoln County,,Maine,Northern America,Americas,L100000500150,G100000500338,https://www.gem.wiki/Maine_Yankee_nuclear_power_plant
2024-05-28,United States,Malibu nuclear power plant,1,,,462,cancelled,pressurized water reactor,unknown,,,,1972,,,,,,Los Angeles Department of Water & Power (LADWP),,,,,,,34.0346,-118.7347,exact,,Los Angeles County,,California,Northern America,Americas,L100000500484,G100000501392,https://www.gem.wiki/Malibu_nuclear_power_plant
2024-05-28,United States,Marble Hill nuclear power plant,1,,,1130,cancelled,pressurized water reactor,unknown,,,,1985,,,,,,Public Service of Indiana,,,,,,,38.6005,-85.4457,exact,,Jefferson County,,Indiana,Northern America,Americas,L100000500485,G100000501393,https://www.gem.wiki/Marble_Hill_nuclear_power_plant
2024-05-28,United States,Marble Hill nuclear power plant,2,,,1130,cancelled,pressurized water reactor,unknown,,,,1985,,,,,,Public Service of Indiana,,,,,,,38.6005,-85.4457,exact,,Jefferson County,,Indiana,Northern America,Americas,L100000500485,G100000501394,https://www.gem.wiki/Marble_Hill_nuclear_power_plant
2024-05-28,United States,McGuire nuclear power plant,1,,,1215,operating,pressurized water reactor,WH 4LP (ICECND),1981,,,,1971-04-01,1981-08-08,1981-09-12,1981-12-01,,Duke Energy Corp,,Duke Energy,,1158,1180,3411,35.4331,-80.9486,exact,,Mecklenburg County,,North Carolina,Northern America,Americas,L100000500068,G100000500117,https://www.gem.wiki/McGuire_nuclear_power_plant
2024-05-28,United States,McGuire nuclear power plant,2,,,1215,operating,pressurized water reactor,WH 4LP (ICECND),1984,,,,1971-04-01,1983-05-08,1983-05-23,1984-03-01,,Duke Energy Corp,,Duke Energy,,1158,1180,3411,35.4331,-80.9486,exact,,Mecklenburg County,,North Carolina,Northern America,Americas,L100000500068,G100000500118,https://www.gem.wiki/McGuire_nuclear_power_plant
2024-05-28,United States,Midland nuclear power plant,1,,,492,cancelled,pressurized water reactor,unknown,,,,1986,,,,,,Consumers Power CO,,,,,,,43.5854,-84.2244,exact,,Midland County,,Michigan,Northern America,Americas,L100000500486,G100000501395,https://www.gem.wiki/Midland_nuclear_power_plant
2024-05-28,United States,Midland nuclear power plant,2,,,818,cancelled,pressurized water reactor,unknown,,,,1986,,,,,,Consumers Power CO,,,,,,,43.5854,-84.2244,exact,,Midland County,,Michigan,Northern America,Americas,L100000500486,G100000501396,https://www.gem.wiki/Midland_nuclear_power_plant
2024-05-28,United States,Millstone nuclear power plant,1,,,684,retired,boiling water reactor,unknown,1971,1998,N,,1966-05-01,1970-10-26,1970-11-29,1971-03-01,1998-07-01,,,Dominion Energy,,641,660,2011,41.3107,-72.1677,exact,,New London County,,Connecticut,Northern America,Americas,L100000500045,G100000500391,https://www.gem.wiki/Millstone_nuclear_power_plant
2024-05-28,United States,Millstone nuclear power plant,2,,,918,operating,pressurized water reactor,CE 2LP (DRYAMB),1975,,,,1969-11-01,1975-10-17,1975-11-09,1975-12-26,,Dominion Resources INC,,Dominion Energy,,869,870,2700,41.3107,-72.1677,exact,,New London County,,Connecticut,Northern America,Americas,L100000500045,G100000500325,https://www.gem.wiki/Millstone_nuclear_power_plant
2024-05-28,United States,Millstone nuclear power plant,3,,,1280,operating,pressurized water reactor,WH 4LP (DRYSUB),1986,,,,1974-08-09,1986-01-23,1986-02-12,1986-04-23,,Dominion Resources INC,,Dominion Energy,,1210,1159,3650,41.3107,-72.1677,exact,,New London County,,Connecticut,Northern America,Americas,L100000500045,G100000500077,https://www.gem.wiki/Millstone_nuclear_power_plant
2024-05-28,United States,Montague nuclear power plant,1,,,1150,cancelled,boiling water reactor,unknown,,,,1980,,,,,,Northeast Nuclear Energy CO,,,,,,,42.57301,-72.5268,exact,,Franklin County,,Massachusetts,Northern America,Americas,L100000500487,G100000501397,https://www.gem.wiki/Montague_nuclear_power_plant
2024-05-28,United States,Montague nuclear power plant,2,,,1150,cancelled,boiling water reactor,unknown,,,,1980,,,,,,Northeast Nuclear Energy CO,,,,,,,42.57301,-72.5268,exact,,Franklin County,,Massachusetts,Northern America,Americas,L100000500487,G100000501398,https://www.gem.wiki/Montague_nuclear_power_plant
2024-05-28,United States,Monticello nuclear power plant,--,,,691,operating,boiling water reactor,BWR-3 (Mark 1),1971,,,,1967-06-19,1970-12-10,1971-03-05,1971-06-30,,Xcel Energy Inc,,Northern States Power,,628,545,2004,45.3338,-93.8493,exact,,Wright County,,Minnesota,Northern America,Americas,L100000500172,G100000500392,https://www.gem.wiki/Monticello_nuclear_power_plant
2024-05-28,United States,Natrium nuclear power plant,--,,Terrapower-I-1,345,pre-construction,liquid-metal-cooled fast reactor,unknown,2030,,,,2024,,,2030,,Terrapower LLC,,Terrapower LLC,,,,,41.7924,-110.5374,approximate,Kemmerer,Lincoln,,Wyoming,Northern America,Americas,L100000500364,G100000501003,https://www.gem.wiki/Natrium_nuclear_power_plant
2024-05-28,United States,New England nuclear power plant,1,,NEP,1150,cancelled,pressurized water reactor,unknown,,,,1979,,,,,,New England Power CO,,,,,,,41.3742,-71.6547,exact,,South County,,Rhode Island,Northern America,Americas,L100000500488,G100000501399,https://www.gem.wiki/New_England_nuclear_power_plant
2024-05-28,United States,New England nuclear power plant,2,,NEP,1150,cancelled,pressurized water reactor,unknown,,,,1979,,,,,,New England Power CO,,,,,,,41.3742,-71.6547,exact,,South County,,Rhode Island,Northern America,Americas,L100000500488,G100000501400,https://www.gem.wiki/New_England_nuclear_power_plant
2024-05-28,United States,Nine Mile Point nuclear power plant,1,,,642,operating,boiling water reactor,BWR-2 (Mark 1),1969,,,,1965-04-12,1969-09-05,1969-11-09,1969-12-01,,Exelon Nuclear; Electricité De France (EDF),,Exelon Generation CO LLC,,613,620,1850,43.5205,-76.4068,exact,,Oswego County,,New York,Northern America,Americas,L100000500009,G100000500403,https://www.gem.wiki/Nine_Mile_Point_nuclear_power_plant
2024-05-28,United States,Nine Mile Point nuclear power plant,2,,,1320,operating,boiling water reactor,BWR-5 (Mark 2),1988,,,,1975-08-01,1987-05-23,1987-08-08,1988-03-11,,Exelon Nuclear; Electricité De France (EDF),,Exelon Generation CO LLC,,1277,1100,3988,43.5205,-76.4068,exact,,Oswego County,,New York,Northern America,Americas,L100000500009,G100000500015,https://www.gem.wiki/Nine_Mile_Point_nuclear_power_plant
2024-05-28,United States,Nine Mile Point nuclear power plant,3,,,1600,cancelled,pressurized water reactor,unknown,,,,2013,,,,,,Niagara Mohawk Power CO,,,,,,,43.5205,-76.4068,exact,,Oswego County,,New York,Northern America,Americas,L100000500009,G100000501401,https://www.gem.wiki/Nine_Mile_Point_nuclear_power_plant
2024-05-28,United States,North Anna nuclear power plant,1,,,990,operating,pressurized water reactor,WH 3LP (DRYSUB),1978,,,,1971-02-19,1978-04-05,1978-04-17,1978-06-06,,Virginia Electric Power CO,,Dominion Energy,,948,907,2940,38.0601,-77.7897,exact,,Louisa County,,Virginia,Northern America,Americas,L100000500116,G100000500245,https://www.gem.wiki/North_Anna_nuclear_power_plant
2024-05-28,United States,North Anna nuclear power plant,2,,,1011,operating,pressurized water reactor,WH 3LP (DRYSUB),1980,,,,1971-02-19,1980-06-12,1980-08-25,1980-12-14,,Virginia Electric Power CO,,Dominion Energy,,944,907,2940,38.0601,-77.7897,exact,,Louisa County,,Virginia,Northern America,Americas,L100000500116,G100000500244,https://www.gem.wiki/North_Anna_nuclear_power_plant
2024-05-28,United States,North Anna nuclear power plant,3,,,1500,cancelled,boiling water reactor,ESBWR,,,,2017,,,,,,Virginia Electric Power CO,,Dominion Energy,,,,,38.0601,-77.7897,exact,,Louisa County,,Virginia,Northern America,Americas,L100000500116,G100000500660,https://www.gem.wiki/North_Anna_nuclear_power_plant
2024-05-28,United States,North Anna nuclear power plant,3A,,,907,cancelled,pressurized water reactor,unknown,,,,1982,,,,,,Virginia Electric and Power Co,,,,,,,38.0601,-77.7897,exact,,Louisa County,,Virginia,Northern America,Americas,L100000500116,G100000501402,https://www.gem.wiki/North_Anna_nuclear_power_plant
2024-05-28,United States,North Anna nuclear power plant,4A,,,907,cancelled,pressurized water reactor,unknown,,,,1980,,,,,,Virginia Electric and Power Co,,,,,,,38.0601,-77.7897,exact,,Louisa County,,Virginia,Northern America,Americas,L100000500116,G100000501403,https://www.gem.wiki/North_Anna_nuclear_power_plant
2024-05-28,United States,North Coast nuclear power plant,1,,Aguirre; Isolte; NORCO,583,cancelled,pressurized water reactor,unknown,,,,1978,,,,,,Puerto Rico Water Resources Authority,,,,,,,18.4872,-66.5966,approximate,Isolte,,,Puerto Rico,Northern America,Americas,L100000500489,G100000501404,https://www.gem.wiki/North_Coast_nuclear_power_plant
2024-05-29,United States,Oconee nuclear power plant,1,,,891,operating,pressurized water reactor,B&W LLP (DRYAMB),1973,,,,1967-11-06,1973-04-19,1973-05-06,1973-07-15,,Duke Energy Corp,,Duke Energy,,847,887,2568,34.7939,-82.8986,exact,,Oconee County,,South Carolina,Northern America,Americas,L100000500152,G100000500348,https://www.gem.wiki/Oconee_nuclear_power_plant
2024-05-29,United States,Oconee nuclear power plant,2,,,891,operating,pressurized water reactor,B&W LLP (DRYAMB),1974,,,,1967-11-06,1973-11-11,1973-12-05,1974-09-09,,Duke Energy Corp,,Duke Energy,,848,887,2568,34.7939,-82.8986,exact,,Oconee County,,South Carolina,Northern America,Americas,L100000500152,G100000500349,https://www.gem.wiki/Oconee_nuclear_power_plant
2024-05-29,United States,Oconee nuclear power plant,3,,,900,operating,pressurized water reactor,B&W LLP (DRYAMB),1974,,,,1967-11-06,1974-09-05,1974-09-18,1974-12-16,,Duke Energy Corp,,Duke Energy,,859,887,2568,34.7939,-82.8986,exact,,Oconee County,,South Carolina,Northern America,Americas,L100000500152,G100000500347,https://www.gem.wiki/Oconee_nuclear_power_plant
2024-05-29,United States,Oyster Creek nuclear power plant,--,,,652,retired,boiling water reactor,BWR-2 (Mark 1),1969,2018,N,,1964-12-15,1969-05-03,1969-09-23,1969-12-01,2018-09-17,Exelon,,Exelon Generation CO LLC,,619,650,1930,39.8144,-74.2058,exact,,Ocean County,,New Jersey,Northern America,Americas,L100000500174,G100000500395,https://www.gem.wiki/Oyster_Creek_nuclear_power_plant
2024-05-29,United States,Palisades nuclear power plant,1,,,850,retired,pressurized water reactor,CE 2LP (DRYAMB),1971,2022,N,,1967-03-12,1971-05-22,1971-12-29,1971,2022-05,Entergy Nuclear Operations INC,,Entergy Nuclear Operations INC,,805,805,2565,42.323,-86.3146,exact,,Van Buren County,,Michigan,Northern America,Americas,L100000500153,G100000500350,https://www.gem.wiki/Palisades_nuclear_power_plant
2024-05-29,United States,Palisades nuclear power plant,2,,,400,announced,small modular reactor,unknown,2030,,,,,,,2030,,,,,,,,,42.323,-86.3146,exact,,Van Buren County,,Michigan,Northern America,Americas,L100000500153,G100001018064,https://www.gem.wiki/Palisades_nuclear_power_plant
2024-05-29,United States,Palisades nuclear power plant,3,,,400,announced,small modular reactor,unknown,,,,,,,,,,,,,,,,,42.323,-86.3146,exact,,Van Buren County,,Michigan,Northern America,Americas,L100000500153,G100001018065,https://www.gem.wiki/Palisades_nuclear_power_plant
2024-05-29,United States,Palisades nuclear power plant,Unit 1 Repower,,,800,pre-construction,pressurized water reactor,CE (2-loop) DRYAMB,,,,,,,,,,Holtec International,,,,,,,42.323,-86.3146,exact,,Van Buren County,,Michigan,Northern America,Americas,L100000500153,G100001018061,https://www.gem.wiki/Palisades_nuclear_power_plant
2024-05-29,United States,Palo Verde nuclear power plant,1,,,1414,operating,pressurized water reactor,CE80 2LP (DRYAMB),1986,,,,1976-05-25,1985-05-25,1985-06-10,1986-01-28,,Arizona Public Service Co,,Arizona Public Service,,1311,1221,3990,33.3881,-112.8617,exact,,Maricopa County,,Arizona,Northern America,Americas,L100000500008,G100000500012,https://www.gem.wiki/Palo_Verde_nuclear_power_plant
2024-05-29,United States,Palo Verde nuclear power plant,2,,,1414,operating,pressurized water reactor,CE80 2LP (DRYAMB),1986,,,,1976-06-01,1986-04-18,1986-05-20,1986-09-19,,Arizona Public Service Co,,Arizona Public Service,,1314,1304,3990,33.3881,-112.8617,exact,,Maricopa County,,Arizona,Northern America,Americas,L100000500008,G100000500013,https://www.gem.wiki/Palo_Verde_nuclear_power_plant
